#,Clube,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
151,Tottenham Hotspur,Giovani Lo Celso,,,,,,7.24,7.24,Defesa,9.0,5.0,4.0,0.0,,,,,,,,,,
152,Atlético Madrid,Kieran Trippier,,,,,,7.22,7.22,Defesa,9.0,7.0,13.0,0.0,,,,,,,,,,
153,Benfica,Alejandro Grimaldo,,,,,,7.17,7.17,Defesa,9.0,9.0,13.0,0.0,,,,,,,,,,
154,Red Bull Salzburg,Maximilian Wöber,,,,,,7.17,7.17,Defesa,9.0,18.0,44.0,0.0,,,,,,,,,,
155,KRC Genk,Carlos Cuesta,,,,,,7.15,7.15,Defesa,9.0,7.0,15.0,0.0,,,,,,,,,,
156,Liverpool,Virgil van Dijk,,,,,,7.14,7.14,Defesa,9.0,9.0,32.0,1.0,,,,,,,,,,
157,FC Bayern München,Benjamin Pavard,,,,,,7.11,7.11,Defesa,9.0,9.0,17.0,0.0,,,,,,,,,,
158,Olympique Lyonnais,Marçal,,,,,,7.07,7.07,Defesa,9.0,12.0,31.0,0.0,,,,,,,,,,
159,AFC Ajax,Sergiño Dest,,,,,,6.94,6.94,Defesa,9.0,3.0,3.0,0.0,,,,,,,,,,
160,Olympique Lyonnais,Thiago Mendes,,,,,,6.87,6.87,Defesa,9.0,14.0,5.0,0.0,,,,,,,,,,
161,Liverpool,Joe Gomez,,,,,,6.86,6.86,Defesa,9.0,15.0,10.0,0.0,,,,,,,,,,
162,Olympiacos FC,Rúben Semedo,,,,,,6.85,6.85,Defesa,9.0,3.0,15.0,0.0,,,,,,,,,,
163,Olympique Lyonnais,Jason Denayer,,,,,,6.84,6.84,Defesa,9.0,7.0,30.0,0.0,,,,,,,,,,
164,Club Brugge KV,Federico Ricca,,,,,,6.83,6.83,Defesa,9.0,3.0,2.0,0.0,,,,,,,,,,
165,Lokomotiv Moscow,Maciej Rybus,,,,,,6.76,6.76,Defesa,9.0,13.0,12.0,0.0,,,,,,,,,,
166,KRC Genk,Jhon Lucumí,,,,,,6.73,6.73,Defesa,9.0,15.0,24.0,0.0,,,,,,,,,,
167,KRC Genk,Sander Berge,,,,,,6.73,6.73,Defesa,9.0,7.0,13.0,0.0,,,,,,,,,,
168,Valencia,Francis Coquelin,,,,,,6.72,6.72,Defesa,9.0,11.0,12.0,0.0,,,,,,,,,,
169,Tottenham Hotspur,Moussa Sissoko,,,,,,6.65,6.65,Defesa,9.0,5.0,2.0,0.0,,,,,,,,,,
170,Real Madrid,Raphaël Varane,,,,,,6.65,6.65,Defesa,9.0,10.0,22.0,3.0,,,,,,,,,,
171,AFC Ajax,Daley Blind,,,,,,6.64,6.64,Defesa,9.0,4.0,11.0,0.0,,,,,,,,,,
172,Club Brugge KV,Krépin Diatta,,,,,,6.62,6.62,Defesa,9.0,5.0,3.0,0.0,,,,,,,,,,
173,Club Brugge KV,Éder Balanta,,,,,,6.58,6.58,Defesa,9.0,6.0,1.0,0.0,,,,,,,,,,
174,Olympiacos FC,Yassine Benzia,,,,,,6.55,6.55,Defesa,9.0,0.0,1.0,0.0,,,,,,,,,,
175,Borussia Dortmund,Łukasz Piszczek,,,,,,6.53,6.53,Defesa,9.0,9.0,11.0,0.0,,,,,,,,,,
176,GNK Dinamo Zagreb,Amer Gojak,,,,,,6.44,6.44,Defesa,9.0,0.0,2.0,0.0,,,,,,,,,,
177,Borussia Dortmund,Marco Reus,,,,,,6.38,6.38,Defesa,9.0,1.0,10.0,0.0,,,,,,,,,,
178,Manchester City,Kevin De Bruyne,,,,,,7.81,7.81,Defesa,8.0,6.0,5.0,0.0,,,,,,,,,,
179,Barcelona,Jean-Clair Todibo,,,,,,7.7,7.7,Defesa,8.0,1.0,4.0,0.0,,,,,,,,,,
180,Tottenham Hotspur,Heung-min Son,,,,,,7.45,7.45,Defesa,8.0,2.0,1.0,0.0,,,,,,,,,,
181,RB Leipzig,Emil Forsberg,,,,,,7.4,7.4,Defesa,8.0,1.0,1.0,0.0,,,,,,,,,,
182,Juventus,Juan Cuadrado,,,,,,7.32,7.32,Defesa,8.0,11.0,7.0,0.0,,,,,,,,,,
183,Valencia,Gabriel Paulista,,,,,,7.32,7.32,Defesa,8.0,12.0,41.0,0.0,,,,,,,,,,
184,Valencia,Ferran Torres,,,,,,7.28,7.28,Defesa,8.0,5.0,3.0,0.0,,,,,,,,,,
185,Tottenham Hotspur,Davinson Sánchez,,,,,,7.04,7.04,Defesa,8.0,6.0,12.0,0.0,,,,,,,,,,
186,Atalanta,Mario Pašalić,,,,,,7.03,7.03,Defesa,8.0,3.0,8.0,0.0,,,,,,,,,,
187,Paris Saint-Germain,Leandro Paredes,,,,,,7.03,7.03,Defesa,8.0,5.0,4.0,0.0,,,,,,,,,,
188,Bayer 04 Leverkusen,Nadiem Amiri,,,,,,7.03,7.03,Defesa,8.0,1.0,1.0,0.0,,,,,,,,,,
189,Paris Saint-Germain,Pablo Sarabia,,,,,,6.96,6.96,Defesa,8.0,1.0,0.0,0.0,,,,,,,,,,
190,Olympique Lyonnais,Marcelo,,,,,,6.94,6.94,Defesa,8.0,11.0,40.0,0.0,,,,,,,,,,
191,AFC Ajax,Noa Lang,,,,,,6.93,6.93,Defesa,8.0,3.0,0.0,0.0,,,,,,,,,,
192,Olympique Lyonnais,Martin Terrier,,,,,,6.82,6.82,Defesa,8.0,3.0,0.0,0.0,,,,,,,,,,
193,KRC Genk,Patrik Hrošovský,,,,,,6.82,6.82,Defesa,8.0,5.0,3.0,0.0,,,,,,,,,,
194,Manchester City,Kyle Walker,,,,,,6.82,6.82,Defesa,8.0,8.0,5.0,1.0,,,,,,,,,,
195,AFC Ajax,Noussair Mazraoui,,,,,,6.8,6.8,Defesa,8.0,5.0,5.0,0.0,,,,,,,,,,
196,Atalanta,Hans Hateboer,,,,,,6.78,6.78,Defesa,8.0,7.0,10.0,0.0,,,,,,,,,,
197,Barcelona,Sergio Busquets,,,,,,6.77,6.77,Defesa,8.0,15.0,6.0,0.0,,,,,,,,,,
198,Chelsea,Mason Mount,,,,,,6.76,6.76,Defesa,8.0,2.0,2.0,0.0,,,,,,,,,,
199,Olympique Lyonnais,Bruno Guimarães,,,,,,6.75,6.75,Defesa,8.0,4.0,2.0,0.0,,,,,,,,,,
200,RB Leipzig,Willi Orbán,,,,,,6.75,6.75,Defesa,8.0,2.0,13.0,0.0,,,,,,,,,,
201,GNK Dinamo Zagreb,Marin Leovac,,,,,,6.72,6.72,Defesa,8.0,8.0,9.0,0.0,,,,,,,,,,
202,Olympiacos FC,Mady Camara,,,,,,6.72,6.72,Defesa,8.0,5.0,3.0,0.0,,,,,,,,,,
203,Real Madrid,Federico Valverde,,,,,,6.67,6.67,Defesa,8.0,7.0,3.0,0.0,,,,,,,,,,
204,Tottenham Hotspur,Serge Aurier,,,,,,6.66,6.66,Defesa,8.0,2.0,9.0,0.0,,,,,,,,,,
205,Tottenham Hotspur,Danny Rose,,,,,,6.65,6.65,Defesa,8.0,8.0,8.0,0.0,,,,,,,,,,
206,GNK Dinamo Zagreb,Arijan Ademi,,,,,,6.63,6.63,Defesa,8.0,2.0,11.0,0.0,,,,,,,,,,
207,Olympique Lyonnais,Maxwel Cornet,,,,,,6.61,6.61,Defesa,8.0,8.0,7.0,0.0,,,,,,,,,,
208,Lokomotiv Moscow,Dmitriy Barinov,,,,,,6.58,6.58,Defesa,8.0,5.0,6.0,0.0,,,,,,,,,,
209,Real Madrid,Ferland Mendy,,,,,,6.58,6.58,Defesa,8.0,5.0,3.0,0.0,,,,,,,,,,
210,Galatasaray,Steven​ N'Zonzi,,,,,,6.54,6.54,Defesa,8.0,3.0,8.0,0.0,,,,,,,,,,
211,FK Crvena zvezda,Njegoš Petrović,,,,,,6.38,6.38,Defesa,8.0,2.0,2.0,0.0,,,,,,,,,,
212,Galatasaray,Mario Lemina,,,,,,6.33,6.33,Defesa,8.0,4.0,6.0,0.0,,,,,,,,,,
213,Paris Saint-Germain,Neymar,,,,,,7.71,7.71,Defesa,7.0,2.0,0.0,0.0,,,,,,,,,,
214,Liverpool,Alex Oxlade-Chamberlain,,,,,,7.56,7.56,Defesa,7.0,3.0,0.0,0.0,,,,,,,,,,
215,Inter,Matías Vecino,,,,,,7.3,7.3,Defesa,7.0,7.0,3.0,0.0,,,,,,,,,,
216,Real Madrid,Éder Militão,,,,,,7.23,7.23,Defesa,7.0,4.0,9.0,0.0,,,,,,,,,,
217,AFC Ajax,Quincy Promes,,,,,,7.12,7.12,Defesa,7.0,2.0,0.0,0.0,,,,,,,,,,
218,Juventus,Matthijs de Ligt,,,,,,7.07,7.07,Defesa,7.0,6.0,20.0,0.0,,,,,,,,,,
219,FC Bayern München,David Alaba,,,,,,7.05,7.05,Defesa,7.0,6.0,16.0,0.0,,,,,,,,,,
220,Liverpool,Georginio Wijnaldum,,,,,,7.01,7.01,Defesa,7.0,5.0,1.0,0.0,,,,,,,,,,
221,Borussia Dortmund,Thomas Delaney,,,,,,6.97,6.97,Defesa,7.0,4.0,6.0,0.0,,,,,,,,,,
222,Olympique Lyonnais,Youssouf Koné,,,,,,6.96,6.96,Defesa,7.0,11.0,11.0,0.0,,,,,,,,,,
223,FC Bayern München,Kingsley Coman,,,,,,6.96,6.96,Defesa,7.0,0.0,0.0,0.0,,,,,,,,,,
224,FC Bayern München,Javi Martínez,,,,,,6.94,6.94,Defesa,7.0,4.0,4.0,0.0,,,,,,,,,,
225,Liverpool,Takumi Minamino,,,,,,6.9,6.9,Defesa,7.0,3.0,2.0,0.0,,,,,,,,,,
226,Chelsea,Reece James,,,,,,6.88,6.88,Defesa,7.0,5.0,8.0,0.0,,,,,,,,,,
227,Club Brugge KV,Simon Deli,,,,,,6.87,6.87,Defesa,7.0,12.0,23.0,0.0,,,,,,,,,,
228,Lokomotiv Moscow,Vedran Ćorluka,,,,,,6.85,6.85,Defesa,7.0,12.0,42.0,0.0,,,,,,,,,,
229,GNK Dinamo Zagreb,Kévin Théophile-Catherine,,,,,,6.82,6.82,Defesa,7.0,9.0,18.0,0.0,,,,,,,,,,
230,Shakhtar Donetsk,Mykola Matviyenko,,,,,,6.8,6.8,Defesa,7.0,15.0,35.0,0.0,,,,,,,,,,
231,Manchester City,Bernardo Silva,,,,,,6.77,6.77,Defesa,7.0,2.0,1.0,0.0,,,,,,,,,,
232,Olympique Lyonnais,Maxence Caqueret,,,,,,6.77,6.77,Defesa,7.0,6.0,2.0,0.0,,,,,,,,,,
233,Bayer 04 Leverkusen,Mitchell Weiser,,,,,,6.77,6.77,Defesa,7.0,5.0,6.0,0.0,,,,,,,,,,
234,Bayer 04 Leverkusen,Lars Bender,,,,,,6.77,6.77,Defesa,7.0,5.0,4.0,0.0,,,,,,,,,,
235,Barcelona,Antoine Griezmann,,,,,,6.74,6.74,Defesa,7.0,6.0,5.0,0.0,,,,,,,,,,
236,Juventus,Blaise Matuidi,,,,,,6.74,6.74,Defesa,7.0,7.0,6.0,0.0,,,,,,,,,,
237,RB Leipzig,Yussuf Poulsen,,,,,,6.7,6.7,Defesa,7.0,1.0,5.0,0.0,,,,,,,,,,
238,Barcelona,Sergi Roberto,,,,,,6.68,6.68,Defesa,7.0,5.0,2.0,0.0,,,,,,,,,,
239,Juventus,Sami Khedira,,,,,,6.68,6.68,Defesa,7.0,3.0,5.0,0.0,,,,,,,,,,
240,Bayer 04 Leverkusen,Panagiotis Retsos,,,,,,6.65,6.65,Defesa,7.0,2.0,2.0,0.0,,,,,,,,,,
241,Valencia,Mouctar Diakhaby,,,,,,6.6,6.6,Defesa,7.0,5.0,22.0,0.0,,,,,,,,,,
242,RB Leipzig,Amadou Haidara,,,,,,6.6,6.6,Defesa,7.0,8.0,4.0,0.0,,,,,,,,,,
243,Lille,José Fonte,,,,,,6.55,6.55,Defesa,7.0,3.0,18.0,0.0,,,,,,,,,,
244,Lokomotiv Moscow,Murilo,,,,,,6.54,6.54,Defesa,7.0,15.0,11.0,0.0,,,,,,,,,,
245,Tottenham Hotspur,Toby Alderweireld,,,,,,6.48,6.48,Defesa,7.0,3.0,34.0,0.0,,,,,,,,,,
246,Shakhtar Donetsk,Serhiy Bolbat,,,,,,6.47,6.47,Defesa,7.0,4.0,7.0,0.0,,,,,,,,,,
247,Red Bull Salzburg,Dominik Szoboszlai,,,,,,6.4,6.4,Defesa,7.0,1.0,3.0,0.0,,,,,,,,,,
248,Tottenham Hotspur,Gedson Fernandes,,,,,,6.4,6.4,Defesa,7.0,1.0,4.0,0.0,,,,,,,,,,
249,FK Crvena zvezda,Milan Rodić,,,,,,6.22,6.22,Defesa,7.0,7.0,12.0,0.0,,,,,,,,,,
250,Real Madrid,Rodrygo,,,,,,7.68,7.68,Defesa,6.0,4.0,1.0,0.0,,,,,,,,,,
251,Manchester City,Gabriel Jesus,,,,,,7.56,7.56,Defesa,6.0,8.0,3.0,0.0,,,,,,,,,,
252,Benfica,Pizzi,,,,,,7.53,7.53,Defesa,6.0,2.0,0.0,0.0,,,,,,,,,,
253,Manchester City,Raheem Sterling,,,,,,7.52,7.52,Defesa,6.0,6.0,2.0,0.0,,,,,,,,,,
254,Atalanta,Papu Gómez,,,,,,7.37,7.37,Defesa,6.0,6.0,2.0,0.0,,,,,,,,,,
255,FC Bayern München,Philippe Coutinho,,,,,,7.32,7.32,Defesa,6.0,1.0,0.0,0.0,,,,,,,,,,
256,Barcelona,Arthur,,,,,,7.23,7.23,Defesa,6.0,2.0,1.0,0.0,,,,,,,,,,
257,Zenit St. Petersburg,Yaroslav Rakitskyi,,,,,,7.22,7.22,Defesa,6.0,8.0,31.0,0.0,,,,,,,,,,
258,Borussia Dortmund,Julian Brandt,,,,,,7.21,7.21,Defesa,6.0,2.0,2.0,0.0,,,,,,,,,,
259,Inter,Lautaro Martínez,,,,,,7.17,7.17,Defesa,6.0,2.0,1.0,0.0,,,,,,,,,,
260,Napoli,José Callejón,,,,,,7.16,7.16,Defesa,6.0,4.0,5.0,0.0,,,,,,,,,,
261,RB Leipzig,Marcel Sabitzer,,,,,,7.16,7.16,Defesa,6.0,9.0,5.0,0.0,,,,,,,,,,
262,KRC Genk,Bryan Heynen,,,,,,7.07,7.07,Defesa,6.0,6.0,3.0,0.0,,,,,,,,,,
263,Napoli,Nikola Maksimović,,,,,,7.07,7.07,Defesa,6.0,6.0,10.0,0.0,,,,,,,,,,
264,GNK Dinamo Zagreb,Mislav Oršić,,,,,,7.03,7.03,Defesa,6.0,2.0,1.0,0.0,,,,,,,,,,
265,Atlético Madrid,Stefan Savić,,,,,,7.03,7.03,Defesa,6.0,3.0,36.0,0.0,,,,,,,,,,
266,Real Madrid,Isco,,,,,,7.0,7.0,Defesa,6.0,3.0,0.0,0.0,,,,,,,,,,
267,Lokomotiv Moscow,Aleksei Miranchuk,,,,,,6.98,6.98,Defesa,6.0,5.0,1.0,0.0,,,,,,,,,,
268,Chelsea,Kurt Zouma,,,,,,6.96,6.96,Defesa,6.0,5.0,26.0,0.0,,,,,,,,,,
269,Manchester City,Benjamin Mendy,,,,,,6.95,6.95,Defesa,6.0,7.0,5.0,0.0,,,,,,,,,,
270,Lille,Boubakary Soumaré,,,,,,6.92,6.92,Defesa,6.0,12.0,9.0,0.0,,,,,,,,,,
271,FK Crvena zvezda,Marko Marin,,,,,,6.88,6.88,Defesa,6.0,3.0,2.0,1.0,,,,,,,,,,
272,Barcelona,Clément Lenglet,,,,,,6.85,6.85,Defesa,6.0,10.0,20.0,0.0,,,,,,,,,,
273,Barcelona,Ivan Rakitić,,,,,,6.83,6.83,Defesa,6.0,10.0,2.0,0.0,,,,,,,,,,
274,Shakhtar Donetsk,Alan Patrick,,,,,,6.8,6.8,Defesa,6.0,6.0,2.0,0.0,,,,,,,,,,
275,Borussia Dortmund,Raphaël Guerreiro,,,,,,6.8,6.8,Defesa,6.0,10.0,6.0,0.0,,,,,,,,,,
276,GNK Dinamo Zagreb,Bruno Petković,,,,,,6.78,6.78,Defesa,6.0,1.0,0.0,0.0,,,,,,,,,,
277,FC Bayern München,Jérôme Boateng,,,,,,6.78,6.78,Defesa,6.0,9.0,8.0,0.0,,,,,,,,,,
278,Tottenham Hotspur,Lucas Moura,,,,,,6.77,6.77,Defesa,6.0,3.0,4.0,0.0,,,,,,,,,,
279,Olympique Lyonnais,Léo Dubois,,,,,,6.71,6.71,Defesa,6.0,5.0,16.0,0.0,,,,,,,,,,
280,Shakhtar Donetsk,Viktor Kovalenko,,,,,,6.7,6.7,Defesa,6.0,2.0,3.0,0.0,,,,,,,,,,
281,Tottenham Hotspur,Dele Alli,,,,,,6.69,6.69,Defesa,6.0,5.0,0.0,0.0,,,,,,,,,,
282,Napoli,Kévin Malcuit,,,,,,6.65,6.65,Defesa,6.0,3.0,5.0,0.0,,,,,,,,,,
283,Inter,Roberto Gagliardini,,,,,,6.58,6.58,Defesa,6.0,2.0,2.0,0.0,,,,,,,,,,
284,Galatasaray,Younès Belhanda,,,,,,6.55,6.55,Defesa,6.0,3.0,0.0,0.0,,,,,,,,,,
285,Valencia,Jaume Costa,,,,,,6.53,6.53,Defesa,6.0,5.0,6.0,0.0,,,,,,,,,,
286,Club Brugge KV,Mats Rits,,,,,,6.48,6.48,Defesa,6.0,4.0,5.0,0.0,,,,,,,,,,
287,KRC Genk,Sébastien Dewaest,,,,,,6.38,6.38,Defesa,6.0,2.0,28.0,0.0,,,,,,,,,,
288,Olympiacos FC,Yassine Meriah,,,,,,6.35,6.35,Defesa,6.0,8.0,38.0,1.0,,,,,,,,,,
289,Lokomotiv Moscow,Rifat Zhemaletdinov,,,,,,6.32,6.32,Defesa,6.0,2.0,7.0,0.0,,,,,,,,,,
290,Inter,Danilo D'Ambrosio,,,,,,6.3,6.3,Defesa,6.0,4.0,1.0,0.0,,,,,,,,,,
291,Chelsea,Willian,,,,,,7.41,7.41,Defesa,5.0,0.0,1.0,0.0,,,,,,,,,,
292,Napoli,Lorenzo Insigne,,,,,,7.3,7.3,Defesa,5.0,6.0,0.0,0.0,,,,,,,,,,
293,Chelsea,Christian Pulišić,,,,,,7.28,7.28,Defesa,5.0,0.0,2.0,0.0,,,,,,,,,,
294,Tottenham Hotspur,Christian Eriksen,,,,,,7.16,7.16,Defesa,5.0,0.0,4.0,0.0,,,,,,,,,,
295,Zenit St. Petersburg,Artem Dzyuba,,,,,,7.15,7.15,Defesa,5.0,1.0,2.0,0.0,,,,,,,,,,
296,Atlético Madrid,Santiago Arias,,,,,,7.15,7.15,Defesa,5.0,3.0,4.0,0.0,,,,,,,,,,
297,RB Leipzig,Timo Werner,,,,,,7.14,7.14,Defesa,5.0,1.0,3.0,0.0,,,,,,,,,,
298,Shakhtar Donetsk,Taison,,,,,,7.12,7.12,Defesa,5.0,4.0,1.0,0.0,,,,,,,,,,
299,AFC Ajax,Dušan Tadić,,,,,,7.1,7.1,Defesa,5.0,7.0,1.0,0.0,,,,,,,,,,
300,Juventus,Leonardo Bonucci,,,,,,7.1,7.1,Defesa,5.0,9.0,25.0,0.0,,,,,,,,,,
301,SK Slavia Praha,Nicolae Stanciu,,,,,,7.08,7.08,Defesa,5.0,2.0,0.0,0.0,,,,,,,,,,
302,RB Leipzig,Angeliño,,,,,,7.08,7.08,Defesa,5.0,6.0,7.0,0.0,,,,,,,,,,
303,Real Madrid,Vinícius Júnior,,,,,,7.02,7.02,Defesa,5.0,1.0,0.0,0.0,,,,,,,,,,
304,Bayer 04 Leverkusen,Jonathan Tah,,,,,,6.96,6.96,Defesa,5.0,7.0,19.0,0.0,,,,,,,,,,
305,Chelsea,Tammy Abraham,,,,,,6.89,6.89,Defesa,5.0,1.0,10.0,0.0,,,,,,,,,,
306,Atlético Madrid,Álvaro Morata,,,,,,6.88,6.88,Defesa,5.0,4.0,2.0,0.0,,,,,,,,,,
307,Olympiacos FC,Daniel Podence,,,,,,6.83,6.83,Defesa,5.0,2.0,2.0,0.0,,,,,,,,,,
308,GNK Dinamo Zagreb,Emir Dilaver,,,,,,6.83,6.83,Defesa,5.0,12.0,31.0,0.0,,,,,,,,,,
309,Chelsea,Marcos Alonso,,,,,,6.82,6.82,Defesa,5.0,6.0,12.0,0.0,,,,,,,,,,
310,Club Brugge KV,Hans Vanaken,,,,,,6.82,6.82,Defesa,5.0,1.0,4.0,0.0,,,,,,,,,,
311,Bayer 04 Leverkusen,Charles Aránguiz,,,,,,6.78,6.78,Defesa,5.0,1.0,7.0,0.0,,,,,,,,,,
312,Galatasaray,Ömer Bayram,,,,,,6.78,6.78,Defesa,5.0,2.0,1.0,0.0,,,,,,,,,,
313,Olympique Lyonnais,Jeff Reine-Adélaïde,,,,,,6.78,6.78,Defesa,5.0,0.0,3.0,0.0,,,,,,,,,,
314,SK Slavia Praha,Lukáš Masopust,,,,,,6.77,6.77,Defesa,5.0,4.0,0.0,0.0,,,,,,,,,,
315,Paris Saint-Germain,Layvin Kurzawa,,,,,,6.75,6.75,Defesa,5.0,6.0,5.0,0.0,,,,,,,,,,
316,Benfica,Rúben Dias,,,,,,6.75,6.75,Defesa,5.0,5.0,31.0,0.0,,,,,,,,,,
317,KRC Genk,Théo Bongonda,,,,,,6.72,6.72,Defesa,5.0,0.0,2.0,0.0,,,,,,,,,,
318,Valencia,Ezequiel Garay,,,,,,6.68,6.68,Defesa,5.0,3.0,16.0,0.0,,,,,,,,,,
319,Shakhtar Donetsk,Serhiy Kryvtsov,,,,,,6.67,6.67,Defesa,5.0,4.0,23.0,0.0,,,,,,,,,,
320,Olympiacos FC,Andreas Bouchalakis,,,,,,6.65,6.65,Defesa,5.0,9.0,6.0,0.0,,,,,,,,,,
321,Club Brugge KV,Ruud Vormer,,,,,,6.6,6.6,Defesa,5.0,2.0,2.0,0.0,,,,,,,,,,
322,SK Slavia Praha,Jan Bořil,,,,,,6.58,6.58,Defesa,5.0,7.0,7.0,0.0,,,,,,,,,,
323,Napoli,Piotr Zieliński,,,,,,6.57,6.57,Defesa,5.0,5.0,4.0,0.0,,,,,,,,,,
324,KRC Genk,Jere Uronen,,,,,,6.57,6.57,Defesa,5.0,4.0,6.0,0.0,,,,,,,,,,
325,Barcelona,Junior Firpo,,,,,,6.57,6.57,Defesa,5.0,4.0,4.0,0.0,,,,,,,,,,
326,Lokomotiv Moscow,Benedikt Höwedes,,,,,,6.57,6.57,Defesa,5.0,14.0,22.0,0.0,,,,,,,,,,
327,Olympiacos FC,Omar Elabdellaoui,,,,,,6.53,6.53,Defesa,5.0,6.0,13.0,0.0,,,,,,,,,,
328,FK Crvena zvezda,Aleksa Vukanović,,,,,,6.53,6.53,Defesa,5.0,5.0,2.0,0.0,,,,,,,,,,
329,Valencia,Carlos Soler,,,,,,6.52,6.52,Defesa,5.0,1.0,3.0,0.0,,,,,,,,,,
330,Galatasaray,Ryan Donk,,,,,,6.52,6.52,Defesa,5.0,6.0,14.0,0.0,,,,,,,,,,
331,Benfica,Ljubomir Fejsa,,,,,,6.5,6.5,Defesa,5.0,3.0,1.0,1.0,,,,,,,,,,
332,SK Slavia Praha,Ondřej Kúdela,,,,,,6.5,6.5,Defesa,5.0,10.0,9.0,0.0,,,,,,,,,,
333,FK Crvena zvezda,Dušan Jovančić,,,,,,6.4,6.4,Defesa,5.0,4.0,0.0,0.0,,,,,,,,,,
334,Lille,Xeka,,,,,,6.3,6.3,Defesa,5.0,3.0,0.0,0.0,,,,,,,,,,
335,Lille,Jérémy Pied,,,,,,6.2,6.2,Defesa,5.0,2.0,2.0,0.0,,,,,,,,,,
336,Atalanta,Josip Iličić,,,,,,7.54,7.54,Defesa,4.0,4.0,3.0,0.0,,,,,,,,,,
337,Real Madrid,Karim Benzema,,,,,,7.54,7.54,Defesa,4.0,2.0,4.0,0.0,,,,,,,,,,
338,Borussia Dortmund,Erling Haaland,,,,,,7.48,7.48,Defesa,4.0,3.0,8.0,0.0,,,,,,,,,,
339,Manchester City,Phil Foden,,,,,,7.42,7.42,Defesa,4.0,2.0,1.0,0.0,,,,,,,,,,
340,Paris Saint-Germain,Kylian Mbappé,,,,,,7.23,7.23,Defesa,4.0,1.0,0.0,0.0,,,,,,,,,,
341,FC Bayern München,Corentin Tolisso,,,,,,7.18,7.18,Defesa,4.0,2.0,1.0,1.0,,,,,,,,,,
342,Benfica,Adel Taarabt,,,,,,7.18,7.18,Defesa,4.0,3.0,6.0,0.0,,,,,,,,,,
343,Valencia,Rodrigo,,,,,,7.15,7.15,Defesa,4.0,4.0,7.0,0.0,,,,,,,,,,
344,Barcelona,Gerard Piqué,,,,,,7.01,7.01,Defesa,4.0,10.0,40.0,0.0,,,,,,,,,,
345,Atalanta,Simon Kjær,,,,,,7.0,7.0,Defesa,4.0,0.0,6.0,0.0,,,,,,,,,,
346,Barcelona,Moussa Wagué,,,,,,7.0,7.0,Defesa,4.0,1.0,3.0,0.0,,,,,,,,,,
347,RB Leipzig,Ethan Ampadu,,,,,,6.97,6.97,Defesa,4.0,4.0,10.0,0.0,,,,,,,,,,
348,Shakhtar Donetsk,Júnior Moraes,,,,,,6.95,6.95,Defesa,4.0,2.0,4.0,0.0,,,,,,,,,,
349,Tottenham Hotspur,Juan Foyth,,,,,,6.93,6.93,Defesa,4.0,2.0,7.0,0.0,,,,,,,,,,
350,Paris Saint-Germain,Ander Herrera,,,,,,6.92,6.92,Defesa,4.0,8.0,3.0,0.0,,,,,,,,,,
351,Lille,Jonathan Bamba,,,,,,6.9,6.9,Defesa,4.0,3.0,2.0,0.0,,,,,,,,,,
352,Zenit St. Petersburg,Yordan Osorio,,,,,,6.88,6.88,Defesa,4.0,8.0,15.0,0.0,,,,,,,,,,
353,Manchester City,Eric García,,,,,,6.85,6.85,Defesa,4.0,1.0,4.0,0.0,,,,,,,,,,
354,Atalanta,Ruslan Malinovskyi,,,,,,6.8,6.8,Defesa,4.0,2.0,2.0,0.0,,,,,,,,,,
355,SK Slavia Praha,Petr Ševčík,,,,,,6.78,6.78,Defesa,4.0,7.0,0.0,0.0,,,,,,,,,,
356,RB Leipzig,Kevin Kampl,,,,,,6.78,6.78,Defesa,4.0,5.0,5.0,0.0,,,,,,,,,,
357,Borussia Dortmund,Dan-Axel Zagadou,,,,,,6.78,6.78,Defesa,4.0,3.0,9.0,0.0,,,,,,,,,,
358,Valencia,Gonçalo Guedes,,,,,,6.77,6.77,Defesa,4.0,0.0,0.0,0.0,,,,,,,,,,
359,Tottenham Hotspur,Erik Lamela,,,,,,6.76,6.76,Defesa,4.0,1.0,2.0,0.0,,,,,,,,,,
360,Real Madrid,Luka Modrić,,,,,,6.75,6.75,Defesa,4.0,8.0,3.0,1.0,,,,,,,,,,
361,Inter,Cristiano Biraghi,,,,,,6.73,6.73,Defesa,4.0,2.0,4.0,0.0,,,,,,,,,,
362,Napoli,Hirving Lozano,,,,,,6.7,6.7,Defesa,4.0,4.0,1.0,0.0,,,,,,,,,,
363,Lille,Tiago Djaló,,,,,,6.7,6.7,Defesa,4.0,2.0,16.0,0.0,,,,,,,,,,
364,Atlético Madrid,Mario Hermoso,,,,,,6.7,6.7,Defesa,4.0,8.0,16.0,1.0,,,,,,,,,,
365,Red Bull Salzburg,Patson Daka,,,,,,6.67,6.67,Defesa,4.0,1.0,1.0,0.0,,,,,,,,,,
366,SK Slavia Praha,Laco Takacs,,,,,,6.65,6.65,Defesa,4.0,5.0,4.0,0.0,,,,,,,,,,
367,Lille,Luiz Araújo,,,,,,6.52,6.52,Defesa,4.0,5.0,0.0,0.0,,,,,,,,,,
