#,Clube,Nome,Gols,Grandes chances perdidas,Dribles certos,Finalizações,Conversão de gols %,Notas Sofascore,Nota Sofascore,Categoria,Desarmes,Interceptações,Cortes,Erros que levaram ao gol,Grandes chances criadas,Assistências,Passes certos,Passes certos %,Passes decisivos,Defesas,Jogos sem ser vazado,Pênalti defendido,Defesas de dentro da área,Saídas do gol
156,Manchester United,Chris Smalling,,,,,,7.08,7.08,Defesa,10.0,3.0,27.0,0.0,,,,,,,,,,
157,RB Leipzig,Diego Demme,,,,,,7.0,7.0,Defesa,10.0,6.0,6.0,0.0,,,,,,,,,,
158,Liverpool,Joe Gomez,,,,,,7.0,7.0,Defesa,10.0,12.0,13.0,0.0,,,,,,,,,,
159,Roma,Bruno Peres,,,,,,6.98,6.98,Defesa,10.0,11.0,9.0,0.0,,,,,,,,,,
160,Napoli,Kalidou Koulibaly,,,,,,6.98,6.98,Defesa,10.0,9.0,18.0,0.0,,,,,,,,,,
161,FC Bayern München,Sebastian Rudy,,,,,,6.96,6.96,Defesa,10.0,6.0,3.0,0.0,,,,,,,,,,
162,Olympiacos FC,Vadis Odjidja-Ofoe,,,,,,6.95,6.95,Defesa,10.0,4.0,3.0,0.0,,,,,,,,,,
163,Qarabağ,Jakub Rzeźniczak,,,,,,6.94,6.94,Defesa,10.0,15.0,19.0,0.0,,,,,,,,,,
164,Feyenoord,Ridgeciano Haps,,,,,,6.93,6.93,Defesa,10.0,13.0,9.0,0.0,,,,,,,,,,
165,NK Maribor,Damjan Bohar,,,,,,6.92,6.92,Defesa,10.0,6.0,9.0,1.0,,,,,,,,,,
166,Sevilla,Franco Vázquez,,,,,,6.9,6.9,Defesa,10.0,1.0,5.0,0.0,,,,,,,,,,
167,Beşiktaş,Oğuzhan Özyakup,,,,,,6.88,6.88,Defesa,10.0,9.0,4.0,0.0,,,,,,,,,,
168,Basel,Marek Suchý,,,,,,6.81,6.81,Defesa,10.0,26.0,39.0,1.0,,,,,,,,,,
169,Manchester City,Fabian Delph,,,,,,6.8,6.8,Defesa,10.0,8.0,10.0,0.0,,,,,,,,,,
170,RB Leipzig,Willi Orbán,,,,,,6.77,6.77,Defesa,10.0,7.0,30.0,0.0,,,,,,,,,,
171,Tottenham Hotspur,Mousa Dembélé,,,,,,6.73,6.73,Defesa,10.0,6.0,1.0,0.0,,,,,,,,,,
172,AS Monaco,Kamil Glik,,,,,,6.67,6.67,Defesa,10.0,4.0,31.0,0.0,,,,,,,,,,
173,Basel,Serey Dié,,,,,,6.58,6.58,Defesa,10.0,7.0,0.0,0.0,,,,,,,,,,
174,Olympiacos FC,Mehdi Carcela-González,,,,,,6.48,6.48,Defesa,10.0,3.0,0.0,0.0,,,,,,,,,,
175,Benfica,Douglas,,,,,,6.47,6.47,Defesa,10.0,5.0,1.0,0.0,,,,,,,,,,
176,Qarabağ,Qara Qarayev,,,,,,6.47,6.47,Defesa,10.0,8.0,9.0,0.0,,,,,,,,,,
177,Barcelona,Lionel Messi,,,,,,7.88,7.88,Defesa,9.0,3.0,0.0,0.0,,,,,,,,,,
178,FC Bayern München,Corentin Tolisso,,,,,,7.54,7.54,Defesa,9.0,3.0,4.0,0.0,,,,,,,,,,
179,Paris Saint-Germain,Layvin Kurzawa,,,,,,7.37,7.37,Defesa,9.0,5.0,12.0,0.0,,,,,,,,,,
180,Tottenham Hotspur,Danny Rose,,,,,,7.17,7.17,Defesa,9.0,3.0,3.0,0.0,,,,,,,,,,
181,Atlético Madrid,Thomas Partey,,,,,,7.13,7.13,Defesa,9.0,6.0,6.0,0.0,,,,,,,,,,
182,Basel,Luca Zuffi,,,,,,7.11,7.11,Defesa,9.0,10.0,4.0,0.0,,,,,,,,,,
183,FC Spartak Moscow,Dmitry Kombarov,,,,,,7.1,7.1,Defesa,9.0,8.0,6.0,0.0,,,,,,,,,,
184,Atlético Madrid,Diego Godín,,,,,,7.08,7.08,Defesa,9.0,8.0,10.0,0.0,,,,,,,,,,
185,Manchester City,Gabriel Jesus,,,,,,7.03,7.03,Defesa,9.0,7.0,3.0,0.0,,,,,,,,,,
186,AS Monaco,Youri Tielemans,,,,,,7.03,7.03,Defesa,9.0,4.0,3.0,0.0,,,,,,,,,,
187,CSKA Moscow,Bibars Natcho,,,,,,7.03,7.03,Defesa,9.0,6.0,3.0,0.0,,,,,,,,,,
188,Paris Saint-Germain,Marquinhos,,,,,,7.01,7.01,Defesa,9.0,10.0,40.0,0.0,,,,,,,,,,
189,Shakhtar Donetsk,Marlos Romero,,,,,,7.0,7.0,Defesa,9.0,2.0,1.0,0.0,,,,,,,,,,
190,Basel,Raoul Petretta,,,,,,7.0,7.0,Defesa,9.0,8.0,7.0,0.0,,,,,,,,,,
191,Atlético Madrid,José María Giménez,,,,,,6.98,6.98,Defesa,9.0,6.0,18.0,0.0,,,,,,,,,,
192,Shakhtar Donetsk,Yaroslav Rakitskyi,,,,,,6.96,6.96,Defesa,9.0,13.0,25.0,0.0,,,,,,,,,,
193,Feyenoord,Bart Nieuwkoop,,,,,,6.93,6.93,Defesa,9.0,16.0,12.0,0.0,,,,,,,,,,
194,Tottenham Hotspur,Moussa Sissoko,,,,,,6.9,6.9,Defesa,9.0,4.0,7.0,0.0,,,,,,,,,,
195,Benfica,Pizzi,,,,,,6.88,6.88,Defesa,9.0,2.0,2.0,1.0,,,,,,,,,,
196,Benfica,Eduardo Salvio,,,,,,6.86,6.86,Defesa,9.0,8.0,3.0,0.0,,,,,,,,,,
197,Borussia Dortmund,Mario Götze,,,,,,6.84,6.84,Defesa,9.0,2.0,0.0,0.0,,,,,,,,,,
198,Roma,Gerson,,,,,,6.8,6.8,Defesa,9.0,2.0,0.0,0.0,,,,,,,,,,
199,FC Porto,Iván Marcano,,,,,,6.79,6.79,Defesa,9.0,9.0,41.0,1.0,,,,,,,,,,
200,Sporting,Jonathan Silva,,,,,,6.7,6.7,Defesa,9.0,2.0,5.0,0.0,,,,,,,,,,
201,Chelsea,Victor Moses,,,,,,6.65,6.65,Defesa,9.0,2.0,7.0,0.0,,,,,,,,,,
202,Beşiktaş,Necip Uysal,,,,,,6.65,6.65,Defesa,9.0,4.0,7.0,0.0,,,,,,,,,,
203,Manchester United,Jesse Lingard,,,,,,6.58,6.58,Defesa,9.0,0.0,0.0,0.0,,,,,,,,,,
204,Roma,Maxime Gonalons,,,,,,6.57,6.57,Defesa,9.0,7.0,3.0,2.0,,,,,,,,,,
205,Feyenoord,Karim El Ahmadi,,,,,,6.55,6.55,Defesa,9.0,3.0,3.0,0.0,,,,,,,,,,
206,RB Leipzig,Lukas Klostermann,,,,,,6.45,6.45,Defesa,9.0,7.0,11.0,0.0,,,,,,,,,,
207,NK Maribor,Gregor Bajde,,,,,,6.4,6.4,Defesa,9.0,3.0,4.0,0.0,,,,,,,,,,
208,RSC Anderlecht,Leander Dendoncker,,,,,,6.38,6.38,Defesa,9.0,15.0,4.0,1.0,,,,,,,,,,
209,Celtic,Patrick Roberts,,,,,,6.37,6.37,Defesa,9.0,1.0,2.0,0.0,,,,,,,,,,
210,APOEL Nicosia,Efstathios Aloneftis,,,,,,6.3,6.3,Defesa,9.0,10.0,6.0,0.0,,,,,,,,,,
211,Barcelona,Lucas Digne,,,,,,7.4,7.4,Defesa,8.0,6.0,6.0,0.0,,,,,,,,,,
212,Juventus,Mario Mandžukić,,,,,,7.2,7.2,Defesa,8.0,4.0,7.0,0.0,,,,,,,,,,
213,Manchester United,Matteo Darmian,,,,,,7.07,7.07,Defesa,8.0,5.0,5.0,0.0,,,,,,,,,,
214,Napoli,Raúl Albiol,,,,,,7.06,7.06,Defesa,8.0,6.0,16.0,1.0,,,,,,,,,,
215,Basel,Manuel Akanji,,,,,,7.03,7.03,Defesa,8.0,13.0,31.0,0.0,,,,,,,,,,
216,Manchester United,Paul Pogba,,,,,,7.02,7.02,Defesa,8.0,3.0,2.0,0.0,,,,,,,,,,
217,Beşiktaş,Ricardo Quaresma,,,,,,7.0,7.0,Defesa,8.0,3.0,1.0,0.0,,,,,,,,,,
218,CSKA Moscow,Pontus Wernbloom,,,,,,6.92,6.92,Defesa,8.0,10.0,10.0,0.0,,,,,,,,,,
219,Qarabağ,Elvin Yunuszade,,,,,,6.9,6.9,Defesa,8.0,2.0,13.0,0.0,,,,,,,,,,
220,FC Spartak Moscow,Luiz Adriano,,,,,,6.88,6.88,Defesa,8.0,1.0,16.0,0.0,,,,,,,,,,
221,Manchester United,Eric Bailly,,,,,,6.87,6.87,Defesa,8.0,2.0,9.0,0.0,,,,,,,,,,
222,Feyenoord,Jeremiah St. Juste,,,,,,6.86,6.86,Defesa,8.0,8.0,14.0,0.0,,,,,,,,,,
223,Manchester City,Kyle Walker,,,,,,6.86,6.86,Defesa,8.0,11.0,16.0,1.0,,,,,,,,,,
224,RB Leipzig,Marcel Sabitzer,,,,,,6.84,6.84,Defesa,8.0,2.0,4.0,0.0,,,,,,,,,,
225,Sporting,Cristiano Piccini,,,,,,6.76,6.76,Defesa,8.0,8.0,11.0,0.0,,,,,,,,,,
226,Tottenham Hotspur,Ben Davies,,,,,,6.74,6.74,Defesa,8.0,6.0,23.0,0.0,,,,,,,,,,
227,RSC Anderlecht,Pieter Gerkens,,,,,,6.7,6.7,Defesa,8.0,3.0,0.0,0.0,,,,,,,,,,
228,FC Spartak Moscow,Georgiy Dzhikiya,,,,,,6.68,6.68,Defesa,8.0,10.0,30.0,0.0,,,,,,,,,,
229,Napoli,Marek Hamšík,,,,,,6.62,6.62,Defesa,8.0,5.0,4.0,0.0,,,,,,,,,,
230,Tottenham Hotspur,Serge Aurier,,,,,,6.6,6.6,Defesa,8.0,17.0,11.0,0.0,,,,,,,,,,
231,Olympiacos FC,Guillaume Gillet,,,,,,6.6,6.6,Defesa,8.0,5.0,3.0,0.0,,,,,,,,,,
232,Qarabağ,Wilde-Donald Guerrier,,,,,,6.58,6.58,Defesa,8.0,4.0,9.0,0.0,,,,,,,,,,
233,RSC Anderlecht,Alexandru Chipciu,,,,,,6.55,6.55,Defesa,8.0,6.0,1.0,0.0,,,,,,,,,,
234,Napoli,Christian Maggio,,,,,,6.55,6.55,Defesa,8.0,2.0,4.0,0.0,,,,,,,,,,
235,CSKA Moscow,Konstantin Kuchaev,,,,,,6.54,6.54,Defesa,8.0,4.0,2.0,0.0,,,,,,,,,,
236,Barcelona,André Gomes,,,,,,6.53,6.53,Defesa,8.0,2.0,0.0,0.0,,,,,,,,,,
237,Borussia Dortmund,Jeremy Toljan,,,,,,6.53,6.53,Defesa,8.0,4.0,8.0,0.0,,,,,,,,,,
238,APOEL Nicosia,Praxitelis Vouros,,,,,,6.52,6.52,Defesa,8.0,24.0,19.0,0.0,,,,,,,,,,
239,Napoli,Allan,,,,,,6.43,6.43,Defesa,8.0,3.0,1.0,0.0,,,,,,,,,,
240,Sporting,Gelson Martins,,,,,,6.42,6.42,Defesa,8.0,4.0,3.0,0.0,,,,,,,,,,
241,Feyenoord,Tonny Vilhena,,,,,,6.23,6.23,Defesa,8.0,8.0,8.0,1.0,,,,,,,,,,
242,Napoli,Jorginho,,,,,,7.6,7.6,Defesa,7.0,3.0,0.0,0.0,,,,,,,,,,
243,Manchester United,Antonio Valencia,,,,,,7.25,7.25,Defesa,7.0,6.0,14.0,0.0,,,,,,,,,,
244,Olympiacos FC,Panagiotis Tachtsidis,,,,,,7.13,7.13,Defesa,7.0,6.0,4.0,0.0,,,,,,,,,,
245,FC Bayern München,Robert Lewandowski,,,,,,7.11,7.11,Defesa,7.0,2.0,2.0,0.0,,,,,,,,,,
246,Tottenham Hotspur,Heung-min Son,,,,,,7.07,7.07,Defesa,7.0,0.0,2.0,0.0,,,,,,,,,,
247,Chelsea,Pedro,,,,,,7.03,7.03,Defesa,7.0,9.0,1.0,0.0,,,,,,,,,,
248,Qarabağ,Ansi Agolli,,,,,,7.0,7.0,Defesa,7.0,6.0,14.0,0.0,,,,,,,,,,
249,Atlético Madrid,Gabi,,,,,,7.0,7.0,Defesa,7.0,2.0,3.0,0.0,,,,,,,,,,
250,FC Bayern München,David Alaba,,,,,,6.97,6.97,Defesa,7.0,7.0,7.0,1.0,,,,,,,,,,
251,Liverpool,Alex Oxlade-Chamberlain,,,,,,6.95,6.95,Defesa,7.0,3.0,2.0,0.0,,,,,,,,,,
252,Basel,Renato Steffen,,,,,,6.92,6.92,Defesa,7.0,6.0,3.0,0.0,,,,,,,,,,
253,Juventus,Mattia De Sciglio,,,,,,6.92,6.92,Defesa,7.0,1.0,14.0,0.0,,,,,,,,,,
254,Manchester United,Juan Mata,,,,,,6.9,6.9,Defesa,7.0,6.0,0.0,0.0,,,,,,,,,,
255,FC Spartak Moscow,Serdar Taşçı,,,,,,6.9,6.9,Defesa,7.0,8.0,15.0,0.0,,,,,,,,,,
256,Olympiacos FC,Diogo Figueiras,,,,,,6.88,6.88,Defesa,7.0,13.0,11.0,0.0,,,,,,,,,,
257,Paris Saint-Germain,Thiago Motta,,,,,,6.88,6.88,Defesa,7.0,2.0,5.0,0.0,,,,,,,,,,
258,FC Bayern München,Niklas Süle,,,,,,6.86,6.86,Defesa,7.0,11.0,14.0,0.0,,,,,,,,,,
259,Manchester City,Leroy Sané,,,,,,6.86,6.86,Defesa,7.0,3.0,1.0,0.0,,,,,,,,,,
260,APOEL Nicosia,Carlão,,,,,,6.84,6.84,Defesa,7.0,16.0,16.0,0.0,,,,,,,,,,
261,Tottenham Hotspur,Davinson Sánchez,,,,,,6.84,6.84,Defesa,7.0,16.0,27.0,0.0,,,,,,,,,,
262,Chelsea,David Luiz,,,,,,6.78,6.78,Defesa,7.0,7.0,5.0,0.0,,,,,,,,,,
263,Juventus,Stefano Sturaro,,,,,,6.76,6.76,Defesa,7.0,0.0,4.0,0.0,,,,,,,,,,
264,Sporting,Marcos Acuña,,,,,,6.74,6.74,Defesa,7.0,8.0,3.0,0.0,,,,,,,,,,
265,FC Spartak Moscow,Fernando,,,,,,6.73,6.73,Defesa,7.0,12.0,8.0,0.0,,,,,,,,,,
266,Juventus,Blaise Matuidi,,,,,,6.7,6.7,Defesa,7.0,9.0,3.0,0.0,,,,,,,,,,
267,Basel,Blás Riveros,,,,,,6.68,6.68,Defesa,7.0,5.0,8.0,0.0,,,,,,,,,,
268,AS Monaco,Adama Diakhaby,,,,,,6.68,6.68,Defesa,7.0,2.0,2.0,0.0,,,,,,,,,,
269,Real Madrid,Mateo Kovačić,,,,,,6.67,6.67,Defesa,7.0,5.0,2.0,0.0,,,,,,,,,,
270,Chelsea,Antonio Rüdiger,,,,,,6.67,6.67,Defesa,7.0,6.0,8.0,1.0,,,,,,,,,,
271,NK Maribor,Marko Šuler,,,,,,6.62,6.62,Defesa,7.0,10.0,26.0,1.0,,,,,,,,,,
272,AS Monaco,Almamy Touré,,,,,,6.6,6.6,Defesa,7.0,3.0,8.0,0.0,,,,,,,,,,
273,Benfica,Alejandro Grimaldo,,,,,,6.58,6.58,Defesa,7.0,5.0,2.0,0.0,,,,,,,,,,
274,Benfica,Ljubomir Fejsa,,,,,,6.58,6.58,Defesa,7.0,6.0,3.0,0.0,,,,,,,,,,
275,APOEL Nicosia,Agustín Farías,,,,,,6.58,6.58,Defesa,7.0,2.0,3.0,0.0,,,,,,,,,,
276,NK Maribor,Aleks Pihler,,,,,,6.53,6.53,Defesa,7.0,3.0,10.0,0.0,,,,,,,,,,
277,Beşiktaş,Caner Erkin,,,,,,6.5,6.5,Defesa,7.0,21.0,10.0,0.0,,,,,,,,,,
278,APOEL Nicosia,Vinicius,,,,,,6.35,6.35,Defesa,7.0,7.0,9.0,0.0,,,,,,,,,,
279,Liverpool,Mohamed Salah,,,,,,7.86,7.86,Defesa,6.0,5.0,3.0,0.0,,,,,,,,,,
280,FC Bayern München,Kingsley Coman,,,,,,7.56,7.56,Defesa,6.0,1.0,0.0,0.0,,,,,,,,,,
281,Roma,Edin Džeko,,,,,,7.42,7.42,Defesa,6.0,0.0,9.0,1.0,,,,,,,,,,
282,Manchester United,Romelu Lukaku,,,,,,7.39,7.39,Defesa,6.0,0.0,4.0,0.0,,,,,,,,,,
283,Atlético Madrid,Antoine Griezmann,,,,,,7.38,7.38,Defesa,6.0,2.0,2.0,0.0,,,,,,,,,,
284,Manchester United,Ashley Young,,,,,,7.25,7.25,Defesa,6.0,9.0,8.0,0.0,,,,,,,,,,
285,Sevilla,Nicolás Pareja,,,,,,7.25,7.25,Defesa,6.0,6.0,8.0,0.0,,,,,,,,,,
286,Borussia Dortmund,Andriy Yarmolenko,,,,,,7.24,7.24,Defesa,6.0,2.0,2.0,0.0,,,,,,,,,,
287,Tottenham Hotspur,Toby Alderweireld,,,,,,7.1,7.1,Defesa,6.0,2.0,19.0,0.0,,,,,,,,,,
288,Paris Saint-Germain,Yuri Berchiche,,,,,,7.1,7.1,Defesa,6.0,2.0,4.0,0.0,,,,,,,,,,
289,Qarabağ,Afran Ismayilov,,,,,,7.1,7.1,Defesa,6.0,1.0,0.0,0.0,,,,,,,,,,
290,Napoli,José Callejón,,,,,,7.08,7.08,Defesa,6.0,4.0,4.0,0.0,,,,,,,,,,
291,RB Leipzig,Kevin Kampl,,,,,,7.08,7.08,Defesa,6.0,9.0,8.0,0.0,,,,,,,,,,
292,Benfica,Lisandro López,,,,,,7.05,7.05,Defesa,6.0,4.0,8.0,0.0,,,,,,,,,,
293,Tottenham Hotspur,Harry Winks,,,,,,7.04,7.04,Defesa,6.0,7.0,5.0,0.0,,,,,,,,,,
294,Shakhtar Donetsk,Taison,,,,,,6.99,6.99,Defesa,6.0,4.0,3.0,0.0,,,,,,,,,,
295,CSKA Moscow,Aleksei Berezutskiy,,,,,,6.97,6.97,Defesa,6.0,5.0,22.0,0.0,,,,,,,,,,
296,Shakhtar Donetsk,Facundo Ferreyra,,,,,,6.95,6.95,Defesa,6.0,1.0,4.0,0.0,,,,,,,,,,
297,Manchester City,Yaya Touré,,,,,,6.9,6.9,Defesa,6.0,1.0,5.0,0.0,,,,,,,,,,
298,Atlético Madrid,Koke,,,,,,6.88,6.88,Defesa,6.0,2.0,0.0,0.0,,,,,,,,,,
299,FC Porto,Óliver Torres,,,,,,6.83,6.83,Defesa,6.0,0.0,4.0,0.0,,,,,,,,,,
300,Juventus,Douglas Costa,,,,,,6.83,6.83,Defesa,6.0,8.0,1.0,0.0,,,,,,,,,,
301,Benfica,Jardel,,,,,,6.83,6.83,Defesa,6.0,10.0,10.0,0.0,,,,,,,,,,
302,NK Maribor,Jean Claude Billong,,,,,,6.78,6.78,Defesa,6.0,6.0,34.0,0.0,,,,,,,,,,
303,FC Spartak Moscow,Salvatore Bocchetti,,,,,,6.77,6.77,Defesa,6.0,14.0,14.0,0.0,,,,,,,,,,
304,Celtic,Dedryck Boyata,,,,,,6.76,6.76,Defesa,6.0,12.0,34.0,1.0,,,,,,,,,,
305,Feyenoord,Renato Tapia,,,,,,6.75,6.75,Defesa,6.0,6.0,10.0,1.0,,,,,,,,,,
306,Sporting,Jérémy Mathieu,,,,,,6.74,6.74,Defesa,6.0,6.0,19.0,0.0,,,,,,,,,,
307,Paris Saint-Germain,Julian Draxler,,,,,,6.73,6.73,Defesa,6.0,6.0,1.0,0.0,,,,,,,,,,
308,FC Spartak Moscow,Denis Glushakov,,,,,,6.7,6.7,Defesa,6.0,4.0,3.0,0.0,,,,,,,,,,
309,Borussia Dortmund,Gonzalo Castro,,,,,,6.7,6.7,Defesa,6.0,2.0,0.0,0.0,,,,,,,,,,
310,Borussia Dortmund,Christian Pulišić,,,,,,6.68,6.68,Defesa,6.0,2.0,0.0,0.0,,,,,,,,,,
311,Beşiktaş,Gary Medel,,,,,,6.68,6.68,Defesa,6.0,6.0,21.0,0.0,,,,,,,,,,
312,Feyenoord,Kevin Diks,,,,,,6.67,6.67,Defesa,6.0,5.0,4.0,1.0,,,,,,,,,,
313,Juventus,Rodrigo Bentancur,,,,,,6.66,6.66,Defesa,6.0,9.0,5.0,0.0,,,,,,,,,,
314,CSKA Moscow,Georgi Schennikov,,,,,,6.64,6.64,Defesa,6.0,12.0,10.0,0.0,,,,,,,,,,
315,CSKA Moscow,Viktor Vasin,,,,,,6.63,6.63,Defesa,6.0,6.0,36.0,0.0,,,,,,,,,,
316,Celtic,Callum McGregor,,,,,,6.63,6.63,Defesa,6.0,6.0,0.0,0.0,,,,,,,,,,
317,Celtic,Stuart Armstrong,,,,,,6.55,6.55,Defesa,6.0,5.0,1.0,0.0,,,,,,,,,,
318,Benfica,André Almeida,,,,,,6.55,6.55,Defesa,6.0,4.0,2.0,0.0,,,,,,,,,,
319,FC Porto,André André,,,,,,6.55,6.55,Defesa,6.0,2.0,3.0,0.0,,,,,,,,,,
320,AS Monaco,Djibril Sidibé,,,,,,6.53,6.53,Defesa,6.0,5.0,5.0,0.0,,,,,,,,,,
321,Benfica,Luisão,,,,,,6.5,6.5,Defesa,6.0,8.0,17.0,0.0,,,,,,,,,,
322,Celtic,Tom Rogić,,,,,,6.5,6.5,Defesa,6.0,3.0,0.0,0.0,,,,,,,,,,
323,Qarabağ,Pedro Henrique,,,,,,6.43,6.43,Defesa,6.0,1.0,4.0,0.0,,,,,,,,,,
324,AS Monaco,Jemerson,,,,,,6.35,6.35,Defesa,6.0,13.0,30.0,1.0,,,,,,,,,,
325,RSC Anderlecht,Sven Kums,,,,,,5.96,5.96,Defesa,6.0,6.0,2.0,0.0,,,,,,,,,,
326,Real Madrid,Cristiano Ronaldo,,,,,,8.11,8.11,Defesa,5.0,3.0,10.0,0.0,,,,,,,,,,
327,Tottenham Hotspur,Christian Eriksen,,,,,,7.32,7.32,Defesa,5.0,4.0,1.0,0.0,,,,,,,,,,
328,Chelsea,Willian,,,,,,7.28,7.28,Defesa,5.0,1.0,0.0,0.0,,,,,,,,,,
329,Manchester United,Victor Lindelöf,,,,,,7.26,7.26,Defesa,5.0,7.0,15.0,0.0,,,,,,,,,,
330,Real Madrid,Karim Benzema,,,,,,7.24,7.24,Defesa,5.0,1.0,8.0,0.0,,,,,,,,,,
331,AS Monaco,Radamel Falcao,,,,,,7.24,7.24,Defesa,5.0,2.0,4.0,0.0,,,,,,,,,,
332,CSKA Moscow,Vitinho,,,,,,7.18,7.18,Defesa,5.0,3.0,7.0,0.0,,,,,,,,,,
333,Paris Saint-Germain,Thiago Silva,,,,,,7.1,7.1,Defesa,5.0,4.0,29.0,0.0,,,,,,,,,,
334,FC Bayern München,Arjen Robben,,,,,,7.06,7.06,Defesa,5.0,1.0,1.0,0.0,,,,,,,,,,
335,Atlético Madrid,Nicolás Gaitán,,,,,,7.03,7.03,Defesa,5.0,5.0,0.0,0.0,,,,,,,,,,
336,Borussia Dortmund,Marcel Schmelzer,,,,,,6.98,6.98,Defesa,5.0,11.0,9.0,0.0,,,,,,,,,,
337,Olympiacos FC,Saša Zdjelar,,,,,,6.97,6.97,Defesa,5.0,9.0,3.0,0.0,,,,,,,,,,
338,RB Leipzig,Emil Forsberg,,,,,,6.94,6.94,Defesa,5.0,1.0,1.0,0.0,,,,,,,,,,
339,Olympiacos FC,Sebá,,,,,,6.9,6.9,Defesa,5.0,1.0,3.0,0.0,,,,,,,,,,
340,Liverpool,Virgil van Dijk,,,,,,6.9,6.9,Defesa,5.0,10.0,41.0,0.0,,,,,,,,,,
341,Napoli,Amadou Diawara,,,,,,6.88,6.88,Defesa,5.0,7.0,3.0,0.0,,,,,,,,,,
342,CSKA Moscow,Sergey Ignashevich,,,,,,6.88,6.88,Defesa,5.0,11.0,14.0,0.0,,,,,,,,,,
343,Beşiktaş,Anderson Talisca,,,,,,6.86,6.86,Defesa,5.0,5.0,5.0,0.0,,,,,,,,,,
344,Qarabağ,Bədavi Huseynov,,,,,,6.83,6.83,Defesa,5.0,8.0,13.0,0.0,,,,,,,,,,
345,FC Porto,Diego Reyes,,,,,,6.83,6.83,Defesa,5.0,4.0,12.0,0.0,,,,,,,,,,
346,NK Maribor,Marcos Tavares,,,,,,6.82,6.82,Defesa,5.0,1.0,3.0,0.0,,,,,,,,,,
347,Sporting,Stefan Ristovski,,,,,,6.77,6.77,Defesa,5.0,6.0,5.0,0.0,,,,,,,,,,
348,RSC Anderlecht,Kara Mbodj,,,,,,6.76,6.76,Defesa,5.0,5.0,20.0,0.0,,,,,,,,,,
349,Borussia Dortmund,Mahmoud Dahoud,,,,,,6.73,6.73,Defesa,5.0,2.0,2.0,0.0,,,,,,,,,,
350,Chelsea,Andreas Christensen,,,,,,6.73,6.73,Defesa,5.0,8.0,21.0,1.0,,,,,,,,,,
351,Chelsea,Gary Cahill,,,,,,6.73,6.73,Defesa,5.0,6.0,15.0,0.0,,,,,,,,,,
352,Napoli,Faouzi Ghoulam,,,,,,6.7,6.7,Defesa,5.0,5.0,3.0,0.0,,,,,,,,,,
353,Barcelona,Aleix Vidal,,,,,,6.7,6.7,Defesa,5.0,5.0,1.0,0.0,,,,,,,,,,
354,Feyenoord,Sven van Beek,,,,,,6.68,6.68,Defesa,5.0,4.0,13.0,0.0,,,,,,,,,,
355,Roma,Lorenzo Pellegrini,,,,,,6.66,6.66,Defesa,5.0,4.0,2.0,0.0,,,,,,,,,,
356,Paris Saint-Germain,Giovani Lo Celso,,,,,,6.6,6.6,Defesa,5.0,1.0,2.0,0.0,,,,,,,,,,
357,Feyenoord,Jens Toornstra,,,,,,6.58,6.58,Defesa,5.0,7.0,3.0,0.0,,,,,,,,,,
358,FC Spartak Moscow,Ivelin Popov,,,,,,6.56,6.56,Defesa,5.0,1.0,1.0,0.0,,,,,,,,,,
359,FC Porto,Moussa Marega,,,,,,6.48,6.48,Defesa,5.0,5.0,3.0,0.0,,,,,,,,,,
360,AS Monaco,Rony Lopes,,,,,,6.46,6.46,Defesa,5.0,3.0,1.0,0.0,,,,,,,,,,
361,APOEL Nicosia,Lorenzo Ebecilio,,,,,,6.28,6.28,Defesa,5.0,2.0,3.0,0.0,,,,,,,,,,
362,Tottenham Hotspur,Kieran Trippier,,,,,,7.67,7.67,Defesa,4.0,2.0,7.0,0.0,,,,,,,,,,
363,Napoli,Dries Mertens,,,,,,7.42,7.42,Defesa,4.0,3.0,2.0,0.0,,,,,,,,,,
364,Manchester City,Raheem Sterling,,,,,,7.25,7.25,Defesa,4.0,5.0,0.0,0.0,,,,,,,,,,
365,FC Porto,Miguel Layún,,,,,,7.25,7.25,Defesa,4.0,2.0,6.0,0.0,,,,,,,,,,
366,APOEL Nicosia,Giorgos Merkis,,,,,,7.25,7.25,Defesa,4.0,3.0,18.0,0.0,,,,,,,,,,
367,Juventus,Paulo Dybala,,,,,,7.23,7.23,Defesa,4.0,0.0,1.0,0.0,,,,,,,,,,
368,Manchester United,Alexis Sánchez,,,,,,7.2,7.2,Defesa,4.0,2.0,0.0,0.0,,,,,,,,,,
369,Manchester United,Marcus Rashford,,,,,,7.11,7.11,Defesa,4.0,1.0,0.0,0.0,,,,,,,,,,
370,RB Leipzig,Timo Werner,,,,,,7.07,7.07,Defesa,4.0,1.0,0.0,0.0,,,,,,,,,,
371,Benfica,Andrija Živković,,,,,,7.02,7.02,Defesa,4.0,1.0,1.0,0.0,,,,,,,,,,
372,Juventus,Federico Bernardeschi,,,,,,7.0,7.0,Defesa,4.0,0.0,2.0,0.0,,,,,,,,,,
373,Real Madrid,Marco Asensio,,,,,,6.99,6.99,Defesa,4.0,3.0,5.0,0.0,,,,,,,,,,
374,FC Porto,Maxi Pereira,,,,,,6.93,6.93,Defesa,4.0,5.0,5.0,0.0,,,,,,,,,,
375,Benfica,Filipe Augusto,,,,,,6.93,6.93,Defesa,4.0,5.0,1.0,0.0,,,,,,,,,,
376,Borussia Dortmund,Nuri Şahin,,,,,,6.9,6.9,Defesa,4.0,9.0,1.0,0.0,,,,,,,,,,
